,id,name,categories,lat,lng,postalCode,dist
1963,4ad09b96f964a520b9d820e3,The Crown,Gastropub,51.533182081373205,-0.041576512011291936,E3 5SN,1.5846567529085658
1964,56a225e138fa6835bf091eaa,Galvin HOP Bistrot & Bar,Gastropub,51.5201246348014,-0.07784038782119751,E1 6DY,0.335167751332502
1965,57f540f1498e052d698d84c4,The Green Goose,Gastropub,51.53225782155609,-0.028169453890495674,E3 5HD,1.8558513989099732
1966,541c69ef498e2005461fcbf3,Brewhouse & Kitchen,Gastropub,51.5318846712216,-0.10570321560570183,EC1V 1NQ,1.580076447156126
1967,4ad85d94f964a520161121e3,The Eagle,Gastropub,51.5285177340379,-0.09194364215271887,N1 7LB,0.9768487868658507
1968,539db859498eb12d43cf35e8,The Culpeper,Pub,51.5168755835082,-0.07307136069367991,E1 6LP,0.621446268115411
1969,4ad760b6f964a520ea0921e3,The Easton,Gastropub,51.52626553443042,-0.11129176709800959,WC1X 0DS,1.4340053037165823
1970,4ac518bef964a520ffa220e3,The Fox and Anchor,Gastropub,51.520347358810874,-0.10053004879889023,EC1M 6AA,1.0241447968796524
1971,571399a6498ec90dbf43ffe6,The North by Northwest,Gastropub,51.53757777489615,-0.0912586530909335,N1 7BJ,1.8215840004791737
1972,4c549f54fd2ea593b533612a,The Adam & Eve,Gastropub,51.54884271038693,-0.04037571052197763,E9 6AS,3.1380175740679546
1973,58da52fa00841a7081a40e08,The Three Crowns,Gastropub,51.52702062316489,-0.08788196936342309,N1 6AD,0.7603809020023601
1974,5603dccb498e0f5370e5b01b,The Queen's Head,Gastropub,51.52071350466573,-0.11691904463657465,WC1X 8SF,1.574129610125541
1975,4ace1828f964a52059ce20e3,The Narrowboat,Pub,51.532997533084476,-0.09671225465991558,N1 8PZ,1.4633454156526364
1976,4bbb8d4451b89c74d05b862a,The Harrison,Gastropub,51.5276888786253,-0.12040450474986167,WC1H 8JF,1.7821752507104094
1977,56f2e80b498e6346b6a363a3,The Lighterman,Gastropub,51.53519358117408,-0.1245887991571671,N1C 4BH,2.3167248328158165
1978,509d4cbde4b070da092ea6dc,John Salt,Gastropub,51.53904060441216,-0.10234560721524376,N1 1QP,2.135657422998362
1979,4b683bfef964a5204c6d2be3,The Three Stags,Gastropub,51.496612827344904,-0.11153063043979142,SE1 7PZ,3.1925087122015228
1980,4ac518c4f964a52073a420e3,The Angelic,Gastropub,51.53477650798049,-0.10733903802872646,N1 0RJ,1.8487112652474005
1981,54e8bcf8498e3c879d2cff94,Hector & Noble,Gastropub,51.53837539540951,-0.04379244834389411,,2.021336103682182
1982,4ae83bfef964a52047ae21e3,The Drapers Arms,Pub,51.5405099646953,-0.10848416552284534,N1 1ER,2.3852255994786455
1983,4c17ab5df1c976b06a89a272,The Fellow,Gastropub,51.531591977602254,-0.12245083445954681,N1 9AA,2.0297160535212013
1984,4ad773bdf964a520b40a21e3,Dove Freehouse & Kitchen,Pub,51.536351974515576,-0.06187872413814904,E8 4QJ,1.589614806020184
1985,4abdc1c7f964a5206d8b20e3,The Crown Tavern,Gastropub,51.52303361472013,-0.10524305862609559,EC1R 0EG,1.1619779690771443
1986,54134a4f498e509e027082c7,Bourne & Hollingsworth Buildings,Bar,51.52563869878758,-0.1073978286109412,EC1R 0HU,1.2852844090394397
1987,4b61f545f964a520882d2ae3,The Talbot,Pub,51.54269307271866,-0.07914967347346327,N1 4JY,2.276485280559957
1988,51f2e1f9498e341be1f2af51,The Rose Public House,Pub,51.50231392196969,-0.08560419615821602,SE1 3ST,2.2956243466303348
1989,4dc6ded045dd26455294633e,Chiswell Street Dining Rooms,Gastropub,51.52080854099942,-0.0907007036314477,EC1Y 4SA,0.6829797751363929
1990,4c421b58ff711b8d01061305,The Cuckoo N1,Gastropub,51.54087029849766,-0.11357545852661133,N1 8BZ,2.5160251029526757
1991,52028a9d498ea923e27a14a2,Smokehouse,Pub,51.54266538232297,-0.09972963075119065,N1 2DG,2.457912976968539
1992,5235a2c111d2f43db33346a9,The Leconfield,Gastropub,51.55387582598466,-0.08857997756999869,N16 9BU,3.55789512840339
1993,4c741edcc219224b79f39e28,The Draft House,Pub,51.5028589371957,-0.07701306935707747,SE1 2UP,2.191399689608978
1994,4aff4275f964a520953622e3,The Betjeman Arms,Gastropub,51.530197343985165,-0.12480379586572295,N1C 4QL,2.0289420186033356
1995,4b0d920cf964a520424b23e3,The Crown,Pub,51.5373377,-0.1095994,N1 0EB,2.1178399531998924
1996,4decff29fa766152f056b055,Lewis Carroll Dining Room,Gastropub,51.509416836251624,-0.08452289349791196,EC3R 8BU,1.5185389024176232
1997,4b9b8140f964a5209f0b36e3,"Thistle Holborn, The Kingsley",Gastropub,51.51756039651954,-0.12427365861828665,WC1A 2SD,1.8954370583146192
1998,4ad5b779f964a5204c0321e3,The Garrison,Pub,51.500787616615135,-0.08178697207061036,SE1 3XB,2.439989804714375
1999,4b215793f964a520603a24e3,Woodin's Shades,Gastropub,51.51821111991677,-0.07980715420603866,EC2M 4PT,0.5489956733310962
2000,4ad9e432f964a520a31b21e3,The Coborn Arms,Pub,51.5269316514736,-0.030084904056482148,E3 2DA,1.5165844905704349
2001,55a6680f498ea7d308202420,The Fire Station,Gastropub,51.50264233242628,-0.11039983035737148,SE1 8SB,2.581287932928868
2002,4ad09628f964a52095d820e3,Royal Inn On The Park,Pub,51.53657788052711,-0.04357474810022391,E9 7HJ,1.8510857369316032
2003,54f7509f498ef7d8043d2ca3,The Curious Pig,Gastropub,51.531708750211685,-0.12654693386972188,,2.159074479226186
2004,4ad39ab1f964a52026e520e3,The Sterling Bar,Gastropub,51.514481103724954,-0.08001439837105087,EC3A 8BF,0.9328701372680256
